candidate_id,resolved_openml_id,source_pools,source_dataset_ids,dataset_name,retrieval_timestamp_utc,objective_eligible,semantic_eligible,duplicate_status,first_exclusion_reason,final_decision,openml_version,target_name,description_excerpt,class_labels,minority_label,majority_label,n_rows,n_source_features,n_numeric,n_categorical,n_continuous,n_encoded_features,missing_indicator_count,n_minority,n_majority,minority_prevalence,treatment_intensity_r,missing_fraction,max_balanced_train_size,raw_checksum,objective_checks_json,dtype_disagreement,check_binary,check_rows_in_range,check_has_continuous,check_prevalence_ge_0_02,check_prevalence_le_upper,check_minority_count_ge_250,check_missing_lt_10pct,check_encoded_features_le_100,check_tabpfn_envelope_balanced_train_le_10000,check_treatment_intensity_r_ge_0_5,review_status,semantic_decision,semantic_decision_reason,pipeline_determinism_candidate,suspected_issue
openml:28,28,openml_cc18,openml_cc18:28,optdigits,2026-08-31T21:40:42.379712+00:00,False,False,none,prefilter_not_binary:10.0,EXCLUDE,1,class,"**Author**: E. Alpaydin, C. Kaynak  
**Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/optical+recognition+of+handwritten+digits)  
**Please cite**: [UCI citation policy](https://archive.ics.uci.edu/ml/citation_policy.html)  

1. Title of Database: Optical Recognition of Handwritten Digits
 
 2. Source:
  E. Alpaydin, C. Kaynak
  Department of Computer Engineering
  Bogazici University, 80815 Istanbul Turkey
  alpaydin@boun.edu.tr
  July 1998
 
 3. Past Usage:
  C. Kaynak (1995) Methods of Combining Multiple Classifiers and Their
  Applications to Handwritten Digit Recognition, 
  MSc Thesis, Institute of Graduate Studies in Science and 
  Engineering, Bogazici University.
 
  E. Alpaydin, C. Kaynak (1998) Cascading Classifiers, Kybernetika,
  to appear. ftp://ftp.icsi.berkeley.edu/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:29,29,openml_cc18,openml_cc18:29,credit-approval,2026-08-31T21:40:43.062036+00:00,False,False,none,"objective_fail:prevalence_le_upper,treatment_intensity_r_ge_0_5",EXCLUDE,1,class,"**Author**: Confidential - Donated by Ross Quinlan   
**Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/credit+approval) - 1987  
**Please cite**: [UCI](http://archive.ics.uci.edu/ml/citation_policy.html)  

**Credit Approval**
This file concerns credit card applications. All attribute names and values have been changed to meaningless symbols to protect the confidentiality of the data.  
   
This dataset is interesting because there is a good mix of attributes -- continuous, nominal with small numbers of values, and nominal with larger numbers of values.  There are also a few missing values.",+|-,+,-,690.0,15.0,6.0,9.0,3.0,22.0,7.0,307.0,383.0,0.4449275362318841,0.2475570032573288,0.0064734299516908,384.0,b08e2c7925ba9f9a0800b844f08f276ca10cabd3b8c1e6d0064affebab1c8140,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": false, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": false}",False,True,True,True,True,False,True,True,True,True,False,,,,,
openml:30,30,climb,climb:30,page-blocks,2026-08-31T21:40:43.472565+00:00,False,False,none,prefilter_not_binary:5.0,EXCLUDE,1,class,"**Author**:   
**Source**: Unknown -   
**Please cite**:   

1. Title of Database: Blocks Classification
 2. Sources:
    (a) Donato Malerba
        Dipartimento di Informatica
        University of Bari
        via Orabona 4
        70126 Bari - Italy
        phone: +39 - 80 - 5443269
        fax: +39 - 80 - 5443196
        malerbad@vm.csata.it
    (b) Donor: Donato Malerba
    (c) Date: July 1995
 3. Past Usage:
    This data set have been used to try different simplification methods
    for decision trees. A summary of the results can be found in:
 
    Malerba, D., Esposito, F., and Semeraro, G.
    ""A Further Comparison of Simplification Methods for Decision-Tree Induction.""
    In D. Fisher and H. Lenz (Eds.), ""Learning  from Data: 
    Artificial Intelligence and Statistics V"", Lect",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:31,31,openml_cc18,openml_cc18:31,credit-g,2026-08-31T21:40:43.473442+00:00,False,False,none,objective_fail:has_continuous,EXCLUDE,1,class,"**Author**: Dr. Hans Hofmann  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/statlog+(german+credit+data)) - 1994    
**Please cite**: [UCI](https://archive.ics.uci.edu/ml/citation_policy.html)

**German Credit dataset**  
This dataset classifies people described by a set of attributes as good or bad credit risks.

This dataset comes with a cost matrix: 
``` 
Good  Bad (predicted)  
Good   0    1   (actual)  
Bad    5    0  
```

It is worse to class a customer as good when they are bad (5), than it is to class a customer as bad when they are good (1).  

### Attribute description  

1. Status of existing checking account, in Deutsche Mark.  
2. Duration in months  
3. Credit history (credits taken, paid back duly, delays, critical accounts)  
4. Purpose of the credit (car, tel",good|bad,bad,good,1000.0,20.0,7.0,13.0,0.0,20.0,0.0,300.0,700.0,0.3,1.3333333333333337,0.0,700.0,7558f9bc9ce89cafd46027a4abead99df8817f8d649966c33516c2ed99d15bfd,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,False,True,True,True,True,True,True,True,,,,,
openml:32,32,openml_cc18,openml_cc18:32,pendigits,2026-08-31T21:40:43.830233+00:00,False,False,none,prefilter_rows_out_of_range:10992.0,EXCLUDE,1,class,"**Author**: E. Alpaydin, Fevzi. Alimoglu  
**Source**: [UCI Machine Learning Repository](https://archive.ics.uci.edu/ml/datasets/Pen-Based+Recognition+of+Handwritten+Digits)  
**Please cite**:  [UCI citation policy](https://archive.ics.uci.edu/ml/citation_policy.html)

**Pen-Based Recognition of Handwritten Digits**  
We create a digit database by collecting 250 samples from 44 writers. The samples, written by 30 writers, are used for training, cross-validation and writer dependent testing, and the digits written by the other 14 are used for writer independent testing. This database is also available in the UNIPEN format.

We use a WACOM PL-100V pressure sensitive tablet with an integrated LCD display and a cordless stylus. The input and display areas are located in the same place. Attache",,,,10992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:37,37,openml_cc18,openml_cc18:37,diabetes,2026-08-31T21:40:44.514178+00:00,True,False,removed_duplicate_variant,duplicate_of:46921,EXCLUDE,1,class,"**Author**: [Vincent Sigillito](vgs@aplcen.apl.jhu.edu)  

**Source**: [Obtained from UCI](https://archive.ics.uci.edu/ml/datasets/pima+indians+diabetes) 

**Please cite**: [UCI citation policy](https://archive.ics.uci.edu/ml/citation_policy.html)  

1. Title: Pima Indians Diabetes Database
 
 2. Sources:
    (a) Original owners: National Institute of Diabetes and Digestive and
                         Kidney Diseases
    (b) Donor of database: Vincent Sigillito (vgs@aplcen.apl.jhu.edu)
                           Research Center, RMI Group Leader
                           Applied Physics Laboratory
                           The Johns Hopkins University
                           Johns Hopkins Road
                           Laurel, MD 20707
                           (301) 953-6231
    (",tested_negative|tested_positive,tested_positive,tested_negative,768.0,8.0,8.0,0.0,2.0,8.0,0.0,268.0,500.0,0.3489583333333333,0.8656716417910449,0.0,500.0,b70605c07257ad162b24f3e89dfaa2d09ed2c7f5d3838da95a24b7fa5ee508e1,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,True,True,True,True,True,PROPOSED_KEEP_METADATA_CLEAR,KEEP,openml_cc18_curated_benchmark_no_semantic_keyword_hits,,
openml:38,38,openml_cc18,openml_cc18:38,sick,2026-08-31T21:40:44.859858+00:00,False,False,none,objective_fail:minority_count_ge_250,EXCLUDE,1,Class,"**Author**: Ross Quinlan
**Source**: [UCI](http://archive.ics.uci.edu/ml/datasets/thyroid+disease)   
**Please cite**: Thyroid disease records supplied by the Garavan Institute and J. Ross Quinlan, New South Wales Institute, Syndney, Australia. 1987.

Attribute information:

```
sick, negative.   |  classes

age:    continuous.
sex:    M, F.
on thyroxine:   f, t.
query on thyroxine:  f, t.
on antithyroid medication: f, t.
sick:    f, t.
pregnant:   f, t.
thyroid surgery:  f, t.
I131 treatment:   f, t.
query hypothyroid:  f, t.
query hyperthyroid:  f, t.
lithium:   f, t.
goitre:    f, t.
tumor:    f, t.
hypopituitary:   f, t.
psych:    f, t.
TSH measured:   f, t.
TSH:    continuous.
T3 measured:   f, t.
T3:    continuous.
TT4 measured:   f, t.
TT4:    continuous.
T4U measured:   f, t.
T4U: ",negative|sick,sick,negative,3772.0,29.0,6.0,23.0,5.0,37.0,8.0,231.0,3541.0,0.0612407211028632,14.329004329004327,0.0554356967857534,3540.0,0c4c782d65a13619d511d01aba1a257eb612bd34c7843ef072efd298c0fd20a4,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": false, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",True,True,True,True,True,True,False,True,True,True,True,,,,,
openml:43,43,climb,climb:43,haberman,2026-08-31T21:40:46.144442+00:00,False,False,none,prefilter_rows_out_of_range:306.0,EXCLUDE,1,Survival_status,"**Author**:   
**Source**: Unknown -   
**Please cite**:   

1. Title: Haberman's Survival Data
 
 2. Sources:
    (a) Donor:   Tjen-Sien Lim (limt@stat.wisc.edu)
    (b) Date:    March 4, 1999
 
 3. Past Usage:
    1. Haberman, S. J. (1976). Generalized Residuals for Log-Linear
       Models, Proceedings of the 9th International Biometrics
       Conference, Boston, pp. 104-122.
    2. Landwehr, J. M., Pregibon, D., and Shoemaker, A. C. (1984),
       Graphical Models for Assessing Logistic Regression Models (with
       discussion), Journal of the American Statistical Association 79:
       61-83.
    3. Lo, W.-D. (1993). Logistic Regression Trees, PhD thesis,
       Department of Statistics, University of Wisconsin, Madison, WI.
 
 4. Relevant Information:
    The dataset contains cases",,,,306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:44,44,openml_cc18,openml_cc18:44,spambase,2026-08-31T21:40:46.145324+00:00,True,True,none,,KEEP,1,class,"**Author**: Mark Hopkins, Erik Reeber, George Forman, Jaap Suermondt    
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/spambase)   
**Please cite**: [UCI](https://archive.ics.uci.edu/ml/citation_policy.html)

SPAM E-mail Database  
The ""spam"" concept is diverse: advertisements for products/websites, make money fast schemes, chain letters, pornography... Our collection of spam e-mails came from our postmaster and individuals who had filed spam.  Our collection of non-spam e-mails came from filed work and personal e-mails, and hence the word 'george' and the area code '650' are indicators of non-spam.  These are useful when constructing a personalized spam filter.  One would either have to blind such non-spam indicators or get a very wide collection of non-spam to generate a gene",0|1,1,0,4601.0,57.0,57.0,0.0,55.0,57.0,0.0,1813.0,2788.0,0.3940447728754618,0.5377826806398235,0.0,2788.0,7f499b0ae622eba831ce38e991682802cbc49deffd96ebcf30c1e6e801fb5840,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": true, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,True,True,True,True,True,True,True,True,PROPOSED_KEEP_METADATA_CLEAR,KEEP,openml_cc18_curated_benchmark_no_semantic_keyword_hits,,
openml:46,46,openml_cc18,openml_cc18:46,splice,2026-08-31T21:40:46.696764+00:00,False,False,none,prefilter_not_binary:3.0,EXCLUDE,1,Class,"**Author**: Genbank. Donated by G. Towell, M. Noordewier, and J. Shavlik  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Molecular+Biology+(Splice-junction+Gene+Sequences))   
**Please cite**:  None  

Primate splice-junction gene sequences (DNA) with associated imperfect domain theory.
Splice junctions are points on a DNA sequence at which 'superfluous' DNA is removed during the process of protein creation in higher organisms. The problem posed in this dataset is to recognize, given a sequence of DNA, the boundaries between exons (the parts of the DNA sequence retained after splicing) and introns (the parts of the DNA sequence that are spliced out). This problem consists of two subtasks: recognizing exon/intron boundaries (referred to as EI sites), and recognizing intron/exon ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:50,50,openml_cc18,openml_cc18:50,tic-tac-toe,2026-08-31T21:40:48.479817+00:00,False,False,none,objective_fail:has_continuous,EXCLUDE,1,Class,"**Author**: David W. Aha    
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Tic-Tac-Toe+Endgame) - 1991   
**Please cite**: [UCI](http://archive.ics.uci.edu/ml/citation_policy.html)

**Tic-Tac-Toe Endgame database**  
This database encodes the complete set of possible board configurations at the end of tic-tac-toe games, where ""x"" is assumed to have played first.  The target concept is ""win for x"" (i.e., true when ""x"" has one of 8 possible ways to create a ""three-in-a-row"").  

### Attribute Information  

     (x=player x has taken, o=player o has taken, b=blank)
     1. top-left-square: {x,o,b}
     2. top-middle-square: {x,o,b}
     3. top-right-square: {x,o,b}
     4. middle-left-square: {x,o,b}
     5. middle-middle-square: {x,o,b}
     6. middle-right-square: {x,o,b}
     ",negative|positive,negative,positive,958.0,9.0,0.0,9.0,0.0,9.0,0.0,332.0,626.0,0.3465553235908142,0.8855421686746987,0.0,626.0,e3207bcd2e8a838364ab1e8e912d8c4e337e2048a6c79ab1c52745592ac60a78,"{""binary"": true, ""rows_in_range"": true, ""has_continuous"": false, ""prevalence_ge_0_02"": true, ""prevalence_le_upper"": true, ""minority_count_ge_250"": true, ""missing_lt_10pct"": true, ""encoded_features_le_100"": true, ""tabpfn_envelope_balanced_train_le_10000"": true, ""treatment_intensity_r_ge_0_5"": true}",False,True,True,False,True,True,True,True,True,True,True,,,,,
openml:54,54,openml_cc18,openml_cc18:54,vehicle,2026-08-31T21:40:50.046188+00:00,False,False,none,prefilter_not_binary:4.0,EXCLUDE,1,Class,"**Author**: Dr. Pete Mowforth and Dr. Barry Shepherd  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Statlog+(Vehicle+Silhouettes))
**Please cite**: Siebert,JP. Turing Institute Research Memorandum TIRM-87-018 ""Vehicle Recognition Using Rule Based Methods"" (March 1987)  

 NAME
         vehicle silhouettes
 
 PURPOSE
         to classify a given silhouette as one of four types of vehicle,
         using  a set of features extracted from the silhouette. The
         vehicle may be viewed from one of many different angles.  
 
 PROBLEM TYPE
         classification
         
 SOURCE
         Drs.Pete Mowforth and Barry Shepherd
         Turing Institute
         George House
         36 North Hanover St.
         Glasgow
         G1 2AD
 
 CONTACT
         Alistair Sutherland
    ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:151,151,openml_cc18,openml_cc18:151,electricity,2026-08-31T21:40:50.833203+00:00,False,False,none,prefilter_rows_out_of_range:45312.0,EXCLUDE,1,class,"**Author**: M. Harries, J. Gama, A. Bifet  
**Source**: [Joao Gama](http://www.inescporto.pt/~jgama/ales/ales_5.html) - 2009  
**Please cite**: None  

**Electricity** is a widely used dataset described by M. Harries and analyzed by J. Gama (see papers below). This data was collected from the Australian New South Wales Electricity Market. In this market, prices are not fixed and are affected by demand and supply of the market. They are set every five minutes. Electricity transfers to/from the neighboring state of Victoria were done to alleviate fluctuations.

The dataset (originally named ELEC2) contains 45,312 instances dated from 7 May 1996 to 5 December 1998. Each example of the dataset refers to a period of 30 minutes, i.e. there are 48 instances for each time period of one day. Each e",,,,45312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openml:182,182,openml_cc18,openml_cc18:182,satimage,2026-08-31T21:40:51.551715+00:00,False,False,none,prefilter_not_binary:6.0,EXCLUDE,1,class,"**Author**: Ashwin Srinivasan, Department of Statistics and Data Modeling, University of Strathclyde  
**Source**: [UCI](https://archive.ics.uci.edu/ml/datasets/Statlog+(Landsat+Satellite)) - 1993  
**Please cite**: [UCI](https://archive.ics.uci.edu/ml/citation_policy.html)  

The database consists of the multi-spectral values of pixels in 3x3 neighbourhoods in a satellite image, and the classification associated with the central pixel in each neighbourhood. The aim is to predict this classification, given the multi-spectral values. In the sample database, the class of a pixel is coded as a number. 

One frame of Landsat MSS imagery consists of four digital images of the same scene in different spectral bands. Two of these are in the visible region (corresponding approximately to green and",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
